l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km,not_accurate
712,32993727,24840439,220000,6,line,50,220 kV Niederaußem 4d-220 kV Niederaußem 1a|2b,RWE,570.0,0.04,0.16,23.0,2.6,Yes
713,158253525,24264701,380000,12,line,50,,Tennet-TenneT-Amprion,38666.0,0.00625,0.0625,54.8,10.4,Yes
714,24414688,24858617,220000,6,line,50,,RWE,1864.0,0.04,0.16,23.0,2.6,Yes
715,114319248,196878039,220000,12,line,50,-220kV Ibbenbüren B,RWE,10216.0,0.01,0.04,92.0,10.4,Yes
716,92165128,22761839,380000,12,line,50,-380kV Dauersberg West+Leichlingen Ost-380 kV Leichlingen Ost|West- 220 kV Bigge Ost|West-380 kV Leichlingen Ost|West-220 kV Bigge Ost|West-380kV Leichlingen Ost+Dauersberg Ost-RWE 4561 Opladen - Ronsdorf-380kV Dauersberg Ost-RWE 4562 Ronsdorf - Bomig-380 kV Leichlingen Ost-380 kV Leichlingen Ost|West,RWE,28554.0,0.00625,0.0625,54.8,10.4,Yes
717,92165128,33816726,380000,12,line,50,380kV Dauersberg West+Leichlingen Ost-380kV Leichlingen Ost+Dauersberg Ost-RWE 4561 Opladen - Ronsdorf-380kV Dauersberg Ost-RWE 4562 Ronsdorf - Bomig-380 kV Leichlingen Ost-380 kV Leichlingen West,RWE,12042.0,0.00625,0.0625,54.8,10.4,Yes
718,115808262,25426571,380000,6,line,50,-380 kV Röhe Nord-380 kV Weisweiler Süd,RWE,2198.0,0.0125,0.125,27.4,5.2,Yes
719,115808262,24268944,380000,9,line,50,-380 kV Röhe Nord-380 kV Röhe Nord-380 kV Weisweiler Süd-380 kV Röhe Nord/110 kV Velau Nord/110 kV Velau Süd,RWE,12402.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
720,115808262,26593929,380000,18,line,50,-380 kV Weisweiler Süd-380 kV Weissweiler Nord|Süd- 110 kV Mariaweiler Ost|West-380 kV Weissweiler Nord|Süd-380 kV Weisweiler Nord|Süd- 110 kV Mariaweiler Ost|West,RWE,14921.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
721,26593929,25992879,380000,12,line,50,380 kV Kirchberg Süd- Selfkant weiss--380 kV Kirchberg Süd- Selfkant weiss- 110 kV Berg Ost- Lindern Ost,RWE,24393.0,0.00625,0.0625,54.8,10.4,Yes
722,26593929,26593935,380000,10,line,50,-380 kV Hambach 1a|2b|3c,RWE,4476.0,0.0075,0.075,45.6666666667,8.66666666667,Yes
723,26593929,32675761,380000,6,line,50,,Amprion,60559.0,0.0125,0.125,27.4,5.2,Yes
724,26593929,22765517,380000,10,line,50,380 kV Sechtem Nord|Süd-380 kV Walberberg West- 220 kV Knapsack 2b-380 kV Sechtem Nord|Süd- 110 kV Bahnstrom Köln - Sindorf 1|2-380 kV Walberberg West,RWE,40678.0,0.0075,0.075,45.6666666667,8.66666666667,Yes
725,26593929,22766160,380000,12,line,50,380 kV Sechtem Nord|Süd-380 kV Sechtem Nord|Süd- Walberberg West- 220 kV Knapsack 2b-380 kV Sechtem Nord|Süd- Walberberg West-380 kV Sechtem Nord|Süd- 110 kV Bahnstrom Köln - Sindorf 1|2,RWE,44758.0,0.00625,0.0625,54.8,10.4,Yes
726,26593929,26927264,380000,6,line,50,380 kV Oberzier Süd- Selfkant weiss,RWE,20420.0,0.0125,0.125,27.4,5.2,
727,23084554,24839976,380000,6,line,50,-380 kV Brauweiler West-380 kV Brauweiler West- Ville Ost,RWE,9731.0,0.0125,0.125,27.4,5.2,Yes
728,24280460,24921206,380000,18,line,50,-380kV Essen West+Kusenhorst-380kV Büscherhof West-380kV Kusenhorst,RWE,15366.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
729,24280460,26291794,380000,18,line,50,-380kV Essen West+Kusenhorst-Büscherhof West+Kusenhorst-380kV Kusenhorst-380kV Büscherhof West+Kusenhorst,RWE,21036.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
730,24280460,23022100,380000,12,line,50,-380kV Kusenhorst+Lippe Süd-380kV Kusenhorst,Amprion-RWE,14559.0,0.00625,0.0625,54.8,10.4,Yes
731,42488850,42797575,380000,18,line,50,-380kV Sauerland Nord-110kV Büren - Nehden Ost+West-380kV Arpe West-380kV Sauerland Süd-380kV Arpe West+Sauerland Nord-380kV Sauerland Nord+Süd,RWE,114882.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
732,42488850,42799487,380000,18,line,50,-380kV Arpe West+Sauerland Nord-380kV Arpe West+Sauerland Süd-380kV Arpe West-380kV Sauerland Süd,RWE,67408.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
733,42488850,112695048,380000,12,line,50,-380kV Geithe West-380kV Geithe West+Lippborg Tr412,RWE,5218.0,0.00625,0.0625,54.8,10.4,Yes
734,42488850,42809973,380000,12,line,50,-380kV Geithe West-380kV Geithe West+Lippborg Tr412-380kV Haarstrang West,Amprion-RWE,29620.0,0.00625,0.0625,54.8,10.4,Yes
735,42488850,42488855,380000,6,line,50,-380kV Geithe West-380kV Geithe West+Lippborg Tr412,RWE,1370.0,0.0125,0.125,27.4,5.2,Yes
736,42488850,25506770,380000,9,line,50,380kV Gersteinwerk Ost--380kV Uentrop Nord-380kV Uentrop Nord+ANK-380kV Gersteinwerk Ost+Gütersloh Süd,RWE,56652.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
737,42488850,42507488,380000,12,line,50,380kV Gersteinwerk Ost--380kV Uentrop Nord-380kV Gersteinwerk Ost+Uentrop Nord-380kV Gersteinwerk Ost+Gütersloh Süd,RWE,27873.0,0.00625,0.0625,54.8,10.4,Yes
738,42488850,42560068,380000,6,line,50,380kV Gersteinwerk Ost-380kV Gersteinwerk Ost+Gütersloh Süd,RWE,28223.0,0.0125,0.125,27.4,5.2,Yes
739,42488850,26383042,380000,12,line,50,380kV Gersteinwerk Ost--380kV Gütersloh Süd-380kV Gersteinwerk Ost+Gütersloh Süd,Amprion-RWE,57378.0,0.00625,0.0625,54.8,10.4,Yes
740,42488850,202580524,380000,6,line,50,380kV KWE D-380kV Westfalen D+E,RWE,2168.0,0.0125,0.125,27.4,5.2,Yes
741,23022100,22943608,380000,6,line,,380kV Scholven F,RWE,4100.0,0.0125,0.125,27.4,5.2,
742,23022100,29077623,380000,12,line,,-380kV Lippe Nord+Scholven B-380kV Scholven B,Amprion-RWE,8813.0,0.00625,0.0625,54.8,10.4,Yes
743,23022100,24462426,380000,19,line,0,-380kV Lippe Nord+Süd-380kV Lippe Nord,Amprion-RWE,28180.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
744,35763480,63114179,380000,18,line,50,380kV Kemnade Süd+ANK--380kV Kemnade Süd,RWE,17517.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
745,35763480,35763481,380000,6,line,50,Trafo 412,RWE,138.0,0.0125,0.125,27.4,5.2,
746,35763480,22964137,380000,15,line,50,-380kV Schwerterheide Nord+Witten West,RWE-AVU-RWE,8749.0,0.005,0.05,68.5,13.0,Yes
747,35763480,32472806,380000,15,line,50,-380kV Witten West-380kV Schwerterheide Nord+Witten West,RWE-AVU-RWE,24866.0,0.005,0.05,68.5,13.0,Yes
748,26927264,24839976,380000,12,line,50,-380 kV Selfkant Weiß- 380 kV Paffendorf Süd- 110 kV Glesch Süd- Grefrath Ost-380 kV Paffendorf Süd- Selfkant Weiß-380 kV Paffendorf Süd- Selfkant weiß- 110 kV Auenheim Nord- Glesch Nord-380 kV Paffendorf Süd-380 kV Selfkant Weiß- 380 kV Paffendorf Süd- 110 kV Glesch Süd- Grefrath West-380 kV Paffendorf Süd- Selfkant weiß,RWE,12993.0,0.00625,0.0625,54.8,10.4,Yes
749,202164315,24604789,380000,3,line,50,Leitung 3016,TenneT,5763.0,0.025,0.25,13.7,2.6,
750,77179271,23380800,380000,18,line,50,-380kV Toeppersee West+220kV Mündelheim Nord-380kV Toeppersee West-380kV Meerbusch West-Meerbusch West+ANK-380kV Meerbusch West+ANK,Amprion-RWE,40256.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
751,77179271,25044557,380000,12,line,50,-380 KV-380kV Meerbusch West+ANK-380kV Meerbusch West,Amprion-RWE,29965.0,0.00625,0.0625,54.8,10.4,Yes
752,157628351,42507488,380000,15,line,50,-380kV Bergkamen A+Mengede Nord-380kV Bergkamen A,RWE,15211.0,0.005,0.05,68.5,13.0,Yes
753,157628351,121199242,380000,12,line,50,-380kV Bergkamen A-380kV Mengede Nord-380kV Mengede Nord+Waltrop Süd,RWE,22748.0,0.00625,0.0625,54.8,10.4,Yes
754,24413992,274630377,380000,12,line,50,-Leitung 3012,TenneT,56670.0,0.00625,0.0625,54.8,10.4,Yes
755,24413992,42681484,380000,6,line,50,-Leitung 3012,TenneT,29106.0,0.0125,0.125,27.4,5.2,Yes
756,42797575,25943440,380000,12,line,50,-380kV Twistetal Ost 3-380kV Twistetal Ost+West,TenneT-Tennet-RWE,66254.0,0.00625,0.0625,54.8,10.4,Yes
757,29471404,29077623,380000,9,line,,-Hamaland+Münsterland-380kV Hamaland + Münsterland,Amprion-RWE,64706.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
758,425100082,109505608,380000,3,line,,380kV Stummhafen 1A + ANK,RWE,249.0,0.025,0.25,13.7,2.6,
759,113546939,29077623,380000,18,line,50,-380kV Recklinghausen+Westfalen West-380kV Westfalen West-Recklinghausen+Westfalen West-380kV Oerkhaus West+Weitmar West-380kV Weitmar West,RWE,32820.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
760,113546939,32472806,380000,18,line,50,-380kV Weitmar West-RWE 4313 Mengede - Pöppinghausen-380kV Westfalen West-380kV Recklinghausen-380kV Recklinghausen + ANK-380kV Oerkhaus West+Weitmar West-380kV Recklinghausen + 220kV Herne 4-380kV Recklinghausen+ANK-380kV Recklinghausen + ?,RWE,33722.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
761,113546939,23067006,380000,18,line,50,-380kV Oerkhaus West+Weitmar West-380kV Weitmar West-380kV Oerkhaus West,RWE,11523.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
762,113546939,63114179,380000,18,line,50,-380kV Oerkhaus West+Weitmar West-380kV Weitmar West-Weitmar West-380kV Weitmar West 220kV Welper Ost,RWE,24754.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
763,113546939,106096507,380000,12,line,50,-380 kV Oerkhaus West- St. Peter Nord-380kV Oerkhaus Ost+West-380kV Oerkhaus Ost-RWE 4516 Eiberg - Opladen,Amprion-RWE,39282.0,0.00625,0.0625,54.8,10.4,Yes
764,113546939,49577448,380000,18,line,50,-380kV Oerkhaus Ost-380 kV St.Peter Nord- Oerkhaus Ost-380 kV Oerkhaus Ost- St. Peter Nord- 220 kV Itterbach Ost|West-380kV Oerkhaus Ost+West-380 kV Neurath 2b- St.Peter Nord-380 kV Oerkhaus Ost-St. Peter Nord-220 kV Itterbach Ost|West-RWE 4516 Eiberg - Opladen,RWE,59109.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
765,113546939,22761839,380000,18,line,50,-380kV Oerkhaus Ost-380 kV St.Peter Nord- Oerkhaus Ost-380 kV Oerkhaus Ost- St. Peter Nord- 220 kV Itterbach Ost|West-380kV Oerkhaus Ost+West-380 kV Neurath 2b- Oerkhaus Ost-380 kV Oerkhaus Ost-St. Peter Nord-220 kV Itterbach Ost|West-RWE 4516 Eiberg - Opladen,Amprion-RWE,56794.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
766,121199242,109504648,380000,9,line,50,380kV Mengede Nord+Süd-380kV Datteln Ost+West-RWE 4301 Pkt Waltrop - Gersteinwerk,RWE,15349.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
767,121199242,32472806,380000,12,line,50,380kV Mengede Nord+Süd-380kV Datteln West+Mengede Nord-RWE 4349 Mengede - Pkt Waltrop-RWE 4301 Pkt Waltrop - Gersteinwerk,RWE,10215.0,0.00625,0.0625,54.8,10.4,Yes
768,121199242,109505608,380000,6,line,,380kV Stummhafen 1A + ANK-380kV Stummhafen 1A,RWE,5742.0,0.0125,0.125,27.4,5.2,Yes
769,76185022,26623135,380000,15,line,50,,Amprion-RWE,6176.0,0.005,0.05,68.5,13.0,Yes
770,76185022,401873466,380000,12,line,,,Amprion-RWE,469.0,0.00625,0.0625,54.8,10.4,Yes
771,23380800,26623135,380000,6,line,50,380kV Lohheide West+Zensenbusch Süd-380kV Zensenbusch Süd,RWE,9297.0,0.0125,0.125,27.4,5.2,Yes
772,207488608,109373271,380000,6,line,50,380 kV Neurath 4d|5e,RWE,102.0,0.0125,0.125,27.4,5.2,
773,207488608,24839976,380000,9,line,50,380 kV Neurath 4d-380 kV Neurath 4d|5e,RWE,6491.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
774,207488608,95434457,380000,12,line,50,380 kV Neurath 5e-380 kV Neurath 2b|3c- 220 kV Neurath 1a-380 kV Neurath 3c-380 kV Neurath 2b|3c-380 kV Neurath 4d|5e,RWE,8572.0,0.00625,0.0625,54.8,10.4,Yes
775,26383042,24264701,380000,12,line,50,,E.ON Westfalen Weser-Wesertal,26578.0,0.00625,0.0625,54.8,10.4,Yes
776,26777313,22766160,380000,6,line,50,380 kV Liessem Ost-Mittelrhein-380 kV Liessem Ost- Weißenthurm Ost,Amprion-RWE,34590.0,0.0125,0.125,27.4,5.2,Yes
777,22765517,201153704,380000,6,line,50,380 kV Knapsack 1a- 220 kV Knapsack 2b-380 kV Knapsack 1a,RWE,414.0,0.0125,0.125,27.4,5.2,Yes
778,22765517,239364386,380000,3,cable,50,,,568.0,,,,,
779,24230738,24264701,380000,6,line,50,,TenneT,14944.0,0.0125,0.125,27.4,5.2,Yes
780,24230738,24604789,380000,6,line,50,-Leitung 3018,TenneT,45417.0,0.0125,0.125,27.4,5.2,Yes
781,24462426,401873466,380000,18,line,50,,RWE,11914.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
782,275138524,109504648,380000,3,line,50,380kV Datteln Ost,RWE,143.0,0.025,0.25,13.7,2.6,
783,42507488,33883956,380000,3,line,50,380kV Gersteinwerk K2,RWE,1222.0,0.025,0.25,13.7,2.6,
784,25943440,24264701,380000,12,line,50,,Tennet,31961.0,0.00625,0.0625,54.8,10.4,Yes
785,22761839,24839976,380000,12,line,50,-380 kV Opladen Nord|Süd- 220 kV Frixheim Süd- Niederaußem 5e-380 kV Opladen Nord|Süd,RWE,22100.0,0.00625,0.0625,54.8,10.4,Yes
786,24839976,24840439,380000,12,line,50,-380 kV Niederaußem 6f|7g|8h-380 kV Niederaußem 6f|7g|8h- 220 kV Niederaußem 5e-380 kV Niederaußem 8h,RWE,2575.0,0.00625,0.0625,54.8,10.4,Yes
